Nome,Matrícula,Ranking,Curso
Clara,935523,53,Quimica
Jose,947902,53,Quimica
Rodrigo,952179,53,Letras
Tiago,955152,53,Letras
Rodrigo,101167,54,Engenharia
Pedro,109921,54,Engenharia
Maria,112426,54,Computacao
Luisa,113578,54,Odontologia
Ana,116856,54,Letras
Joao,150404,54,Fisica
Celia,150638,54,Computacao
Marcia,152455,54,Letras
Zeca,173670,54,Quimica
Ana,176800,54,Administracao
Joao,180196,54,Letras
Jose,211713,54,Fisica
Marcos,226709,54,Engenharia
Tiago,246882,54,Computacao
Lara,252461,54,Administracao
Lucas,272028,54,Fisica
Tiago,288697,54,Direito
Marcos,313799,54,Engenharia
Luis,317332,54,Letras
Joao,326631,54,Engenharia
Pedro,349902,54,Matematica
Luisa,353922,54,Quimica
Rodrigo,359758,54,Administracao
Julia,368662,54,Computacao
Marcos,376128,54,Matematica
Joao,376748,54,Administracao
Luis,387604,54,Quimica
Celia,390241,54,Direito
Lara,404305,54,Direito
Jose,408899,54,Fisica
Joao,409562,54,Engenharia
Pedro,418460,54,Fisica
Tiago,430016,54,Letras
Tiago,445815,54,Computacao
Rodrigo,458059,54,Direito
Clara,463983,54,Odontologia
Lucia,484841,54,Administracao
Lara,497414,54,Letras
Julia,504279,54,Administracao
Julia,508452,54,Letras
Julia,517411,54,Direito
Rodrigo,519491,54,Engenharia
Pedro,530046,54,Engenharia
Pedro,532117,54,Administracao
Zeca,556509,54,Medicina
Rodrigo,564380,54,Letras
Clara,565335,54,Direito
Julia,576389,54,Matematica
Zeca,586448,54,Direito
Julia,586617,54,Engenharia
Julia,606945,54,Direito
Celia,633192,54,Engenharia
Marcia,633375,54,Medicina
Julia,638978,54,Odontologia
Tiago,672412,54,Computacao
Clara,685583,54,Computacao
Clara,686403,54,Fisica
Tiago,707417,54,Odontologia
Pedro,708801,54,Fisica
Marcia,709121,54,Medicina
Ana,714303,54,Engenharia
Marcia,723037,54,Matematica
Marcos,734678,54,Computacao
Julia,740666,54,Engenharia
Rodrigo,741364,54,Medicina
Tiago,747570,54,Quimica
Maria,756132,54,Administracao
Flora,757515,54,Odontologia
Amanda,775707,54,Quimica
Clara,791794,54,Matematica
Flora,792136,54,Administracao
Joao,804551,54,Computacao
Pedro,808701,54,Administracao
Joao,812460,54,Direito
Maria,819826,54,Medicina
Celia,822401,54,Direito
Lucia,833208,54,Odontologia
Jose,853528,54,Quimica
Luisa,875050,54,Engenharia
Pedro,880924,54,Direito
Flora,896407,54,Matematica
Amanda,899726,54,Quimica
Lucia,903803,54,Medicina
Celia,905037,54,Quimica
Lucia,909542,54,Letras
Luis,912811,54,Letras
Flora,930400,54,Engenharia
Marcia,935625,54,Administracao
Maria,945742,54,Direito
Luis,946789,54,Fisica
Marcia,952995,54,Quimica
Amanda,963127,54,Computacao
Clara,969397,54,Quimica
Julia,991623,54,Odontologia
Joao,993582,54,Quimica
Maria,995184,54,Fisica
Maria,118751,55,Direito
Luisa,135963,55,Quimica
Lucas,141448,55,Administracao
Flora,141817,55,Letras
Joao,143328,55,Fisica
Rodrigo,150922,55,Direito
Pedro,163652,55,Engenharia
Rodrigo,170129,55,Administracao
Jose,178889,55,Quimica
Zeca,180860,55,Letras
Tiago,199884,55,Direito
Flora,200764,55,Administracao
Maria,200862,55,Odontologia
Luisa,205642,55,Fisica
Marcos,206206,55,Matematica
Tiago,210379,55,Administracao
Clara,219494,55,Quimica
Joao,242429,55,Direito
Lara,244329,55,Quimica
Joao,255703,55,Quimica
Julia,255915,55,Medicina
Zeca,256069,55,Quimica
Maria,261826,55,Matematica
Marcos,272972,55,Letras
Flora,277575,55,Quimica
Tiago,284877,55,Direito
Jose,288373,55,Matematica
Jose,297030,55,Administracao
Clara,299955,55,Medicina
Pedro,305339,55,Letras
Lucas,313854,55,Quimica
Marcos,319707,55,Quimica
Clara,325630,55,Fisica
Ana,337926,55,Computacao
Flora,353808,55,Direito
Clara,374084,55,Fisica
Marcos,386149,55,Matematica
Lara,424712,55,Computacao
Lucia,425197,55,Administracao
Lara,428413,55,Odontologia
Joao,433268,55,Matematica
Amanda,436343,55,Fisica
Maria,444857,55,Direito
Luisa,453932,55,Direito
Luis,456469,55,Computacao
Lara,460101,55,Direito
Celia,466093,55,Engenharia
Marcia,467549,55,Medicina
Zeca,472742,55,Medicina
Lucia,497373,55,Direito
Lucas,502895,55,Fisica
Joao,545034,55,Odontologia
Julia,547784,55,Fisica
Pedro,550525,55,Letras
Lucas,551306,55,Computacao
Lucas,559134,55,Odontologia
Rodrigo,563738,55,Letras
Celia,572245,55,Letras
Marcos,589319,55,Engenharia
Joao,592535,55,Letras
Flora,593216,55,Computacao
Pedro,601085,55,Fisica
Marcos,607414,55,Computacao
Pedro,615370,55,Letras
Clara,626087,55,Matematica
Amanda,630818,55,Quimica
Clara,633405,55,Matematica
Rodrigo,639519,55,Letras
Lucas,650904,55,Letras
Pedro,652685,55,Computacao
Tiago,658489,55,Direito
Maria,686210,55,Direito
Maria,691065,55,Computacao
Lucas,696673,55,Administracao
Clara,705808,55,Quimica
Zeca,713061,55,Administracao
Julia,741723,55,Computacao
Ana,759818,55,Odontologia
Marcos,764488,55,Computacao
Pedro,781615,55,Computacao
Marcos,786145,55,Medicina
Marcos,789752,55,Direito
Marcia,812398,55,Fisica
Rodrigo,814538,55,Direito
Amanda,835659,55,Fisica
Lucas,837915,55,Letras
Luis,860085,55,Administracao
Amanda,869498,55,Odontologia
Tiago,877147,55,Quimica
Marcia,886201,55,Fisica
Maria,895730,55,Engenharia
Julia,896743,55,Computacao
Flora,903057,55,Engenharia
Ana,909179,55,Computacao
Marcia,910216,55,Odontologia
Celia,913096,55,Medicina
Julia,914828,55,Computacao
Pedro,922646,55,Fisica
Zeca,930552,55,Letras
Lucia,943018,55,Medicina
Rodrigo,952698,55,Fisica
Luis,956918,55,Direito
Marcia,957186,55,Fisica
Celia,965731,55,Direito
Luis,969391,55,Quimica
Pedro,985504,55,Engenharia
Luisa,992483,55,Odontologia
Tiago,998231,55,Odontologia
Amanda,998567,55,Quimica
Lucas,114238,56,Letras
Luis,138780,56,Engenharia
Zeca,149541,56,Direito
Clara,172147,56,Medicina
Amanda,188018,56,Matematica
Luis,189406,56,Computacao
Joao,195457,56,Direito
Jose,205120,56,Odontologia
Celia,217863,56,Computacao
Zeca,219130,56,Administracao
Clara,223183,56,Engenharia
Marcos,225343,56,Letras
Rodrigo,236539,56,Odontologia
Zeca,254318,56,Computacao
Joao,270285,56,Engenharia
Marcia,277690,56,Odontologia
Lucas,291025,56,Letras
Marcos,299307,56,Computacao
Julia,305140,56,Engenharia
Ana,310990,56,Odontologia
Amanda,317202,56,Fisica
Joao,318527,56,Matematica
Luis,340684,56,Matematica
Marcia,352310,56,Computacao
Joao,361389,56,Matematica
Flora,367579,56,Fisica
Jose,379324,56,Letras
Lucas,382786,56,Administracao
Zeca,385795,56,Matematica
Lucas,386573,56,Engenharia
Clara,389353,56,Fisica
Marcia,397249,56,Engenharia
Joao,407551,56,Matematica
Joao,408219,56,Quimica
Zeca,419152,56,Matematica
Joao,424404,56,Letras
Pedro,433518,56,Odontologia
Jose,455273,56,Matematica
Flora,455868,56,Medicina
Tiago,472680,56,Quimica
Flora,474748,56,Computacao
Celia,476411,56,Odontologia
Lara,477492,56,Engenharia
Lucia,507242,56,Fisica
Lucas,511135,56,Letras
Amanda,512289,56,Medicina
Ana,512422,56,Letras
Marcos,520159,56,Fisica
Joao,520186,56,Medicina
Luisa,525315,56,Medicina
Clara,531645,56,Fisica
Luis,537657,56,Quimica
Tiago,537835,56,Direito
Clara,562781,56,Direito
Pedro,572760,56,Letras
Clara,595278,56,Computacao
Zeca,600916,56,Administracao
Luisa,609298,56,Letras
Tiago,611744,56,Odontologia
Celia,613056,56,Quimica
Lara,614869,56,Medicina
Marcia,616027,56,Letras
Julia,618750,56,Computacao
Marcia,626821,56,Administracao
Tiago,630145,56,Letras
Lucas,631824,56,Odontologia
Luis,633521,56,Engenharia
Ana,637443,56,Matematica
Luisa,638313,56,Computacao
Rodrigo,661335,56,Fisica
Flora,662405,56,Fisica
Clara,675104,56,Odontologia
Marcos,683035,56,Letras
Rodrigo,686675,56,Medicina
Marcos,702393,56,Direito
Celia,707381,56,Quimica
Zeca,715464,56,Letras
Tiago,719357,56,Fisica
Julia,733882,56,Fisica
Amanda,734140,56,Matematica
Luisa,741743,56,Odontologia
Tiago,754880,56,Computacao
Pedro,755369,56,Administracao
Marcia,759673,56,Direito
Tiago,763344,56,Administracao
Celia,767723,56,Direito
Luisa,783478,56,Medicina
Celia,783535,56,Direito
Flora,789448,56,Fisica
Pedro,789583,56,Quimica
Pedro,793443,56,Engenharia
Maria,795508,56,Direito
Amanda,804755,56,Medicina
Amanda,814889,56,Medicina
Luisa,825024,56,Quimica
Tiago,826017,56,Direito
Amanda,826616,56,Computacao
Ana,827847,56,Letras
Celia,829422,56,Odontologia
Tiago,837969,56,Letras
Zeca,841633,56,Administracao
Celia,862889,56,Fisica
Marcos,863271,56,Administracao
Jose,887895,56,Fisica
Maria,888279,56,Direito
Lara,895864,56,Fisica
Joao,911033,56,Administracao
Clara,917015,56,Computacao
Celia,928168,56,Quimica
Marcia,934282,56,Letras
Celia,948018,56,Matematica
Zeca,954395,56,Odontologia
Marcos,955004,56,Engenharia
Flora,961998,56,Administracao
Luisa,977024,56,Computacao
Lara,977076,56,Fisica
Lucia,986300,56,Letras
Luisa,994969,56,Letras
Jose,996212,56,Fisica
Ana,104106,57,Quimica
Maria,107809,57,Engenharia
Rodrigo,121523,57,Direito
Luisa,126417,57,Odontologia
Celia,134114,57,Quimica
Tiago,142980,57,Engenharia
Lara,143372,57,Medicina
Clara,149997,57,Matematica
Tiago,162539,57,Computacao
Ana,166572,57,Fisica
Flora,169758,57,Medicina
Flora,188870,57,Engenharia
Lara,189961,57,Matematica
Lucas,190589,57,Administracao
Maria,191892,57,Direito
Lucas,200156,57,Quimica
Lucas,202972,57,Direito
Rodrigo,210505,57,Odontologia
Lara,218543,57,Medicina
Julia,226242,57,Odontologia
Tiago,246134,57,Fisica
Pedro,248969,57,Computacao
Zeca,250063,57,Direito
Celia,262550,57,Matematica
Marcos,269679,57,Direito
Amanda,279302,57,Quimica
Lara,284175,57,Medicina
Jose,298695,57,Fisica
Marcia,310963,57,Letras
Lucas,321258,57,Medicina
Luis,330006,57,Administracao
Marcia,347835,57,Odontologia
Celia,363578,57,Odontologia
Luis,368959,57,Fisica
Marcia,371984,57,Administracao
Amanda,378703,57,Quimica
Marcos,381309,57,Quimica
Joao,392815,57,Odontologia
Lucas,406464,57,Computacao
Jose,409193,57,Direito
Celia,409423,57,Engenharia
Marcia,410312,57,Letras
Lucas,419691,57,Direito
Pedro,421036,57,Matematica
Lucas,424173,57,Direito
Julia,441833,57,Direito
Luis,449466,57,Letras
Zeca,469777,57,Direito
Marcia,470384,57,Letras
Pedro,470750,57,Computacao
Flora,474891,57,Fisica
Rodrigo,478017,57,Medicina
Lara,509001,57,Odontologia
Joao,515305,57,Computacao
Marcos,546797,57,Letras
Jose,549576,57,Medicina
Rodrigo,568630,57,Matematica
Jose,584633,57,Medicina
Jose,609060,57,Administracao
Amanda,625706,57,Odontologia
Joao,627897,57,Matematica
Julia,637240,57,Fisica
Tiago,644189,57,Engenharia
Luis,645180,57,Direito
Lucia,647425,57,Administracao
Pedro,656387,57,Administracao
Flora,661855,57,Odontologia
Flora,681943,57,Quimica
Celia,700795,57,Fisica
Luis,718913,57,Odontologia
Amanda,724235,57,Letras
Flora,727583,57,Letras
Clara,730914,57,Medicina
Jose,735395,57,Fisica
Ana,736517,57,Matematica
Rodrigo,761560,57,Computacao
Clara,772394,57,Odontologia
Luis,787737,57,Medicina
Marcia,799771,57,Odontologia
Lara,804884,57,Matematica
Marcos,808963,57,Odontologia
Luisa,816624,57,Matematica
Amanda,831341,57,Fisica
Luisa,832188,57,Fisica
Joao,834021,57,Letras
Marcos,835500,57,Medicina
Rodrigo,838907,57,Fisica
Zeca,857596,57,Odontologia
Marcos,864798,57,Odontologia
Julia,882632,57,Letras
Rodrigo,889533,57,Odontologia
Lucia,889739,57,Matematica
Joao,893531,57,Fisica
Lara,894333,57,Quimica
Jose,897347,57,Direito
Celia,909423,57,Odontologia
Jose,915931,57,Matematica
Luis,917067,57,Fisica
Lara,932258,57,Computacao
Luisa,939851,57,Fisica
Luisa,949838,57,Matematica
Lucia,950020,57,Direito
Zeca,963016,57,Matematica
Amanda,984285,57,Direito
Clara,986486,57,Matematica
Amanda,987677,57,Administracao
Rodrigo,998094,57,Engenharia
Lucas,120903,58,Quimica
Zeca,123178,58,Direito
Luis,128519,58,Medicina
Julia,139988,58,Administracao
Marcos,140753,58,Engenharia
Luis,150378,58,Fisica
Marcos,151656,58,Direito
Ana,159037,58,Medicina
Ana,166443,58,Computacao
Marcos,183067,58,Quimica
Flora,190858,58,Engenharia
Celia,203922,58,Computacao
Amanda,214492,58,Computacao
Rodrigo,230391,58,Medicina
Ana,232431,58,Letras
Julia,238890,58,Fisica
Julia,239637,58,Computacao
Zeca,268328,58,Engenharia
Luisa,275785,58,Quimica
Julia,311560,58,Administracao
Zeca,323665,58,Quimica
Marcos,333005,58,Odontologia
Clara,354734,58,Odontologia
Joao,357313,58,Matematica
Celia,368064,58,Quimica
Marcia,373737,58,Administracao
Amanda,390245,58,Engenharia
Maria,417838,58,Quimica
Marcia,428689,58,Letras
Celia,443154,58,Engenharia
Amanda,452155,58,Letras
Pedro,452198,58,Letras
Lucas,455786,58,Direito
Amanda,456573,58,Quimica
Celia,468498,58,Direito
Zeca,480042,58,Direito
Joao,483965,58,Matematica
Rodrigo,506872,58,Administracao
Flora,506985,58,Quimica
Marcos,514289,58,Letras
Clara,515665,58,Direito
Jose,517166,58,Odontologia
Luis,537350,58,Letras
Amanda,537578,58,Quimica
Zeca,548986,58,Quimica
Lucas,553367,58,Fisica
Marcos,555851,58,Direito
Clara,565247,58,Quimica
Amanda,575556,58,Computacao
Marcos,588135,58,Administracao
Clara,588245,58,Computacao
Luisa,596572,58,Matematica
Luisa,600974,58,Medicina
Amanda,604601,58,Odontologia
Julia,611294,58,Quimica
Julia,614243,58,Quimica
Clara,615116,58,Quimica
Marcos,617604,58,Letras
Lara,620040,58,Letras
Jose,622686,58,Letras
Zeca,631423,58,Matematica
Jose,636807,58,Administracao
Rodrigo,639532,58,Administracao
Celia,655015,58,Engenharia
Julia,670652,58,Engenharia
Lucas,671321,58,Medicina
Joao,672508,58,Letras
Ana,686253,58,Letras
Pedro,689122,58,Administracao
Maria,694794,58,Letras
Jose,710470,58,Letras
Lucas,713534,58,Direito
Julia,716302,58,Medicina
Luisa,726950,58,Administracao
Lucas,732920,58,Quimica
Marcos,741282,58,Quimica
Pedro,744750,58,Odontologia
Lucas,748282,58,Fisica
Flora,748405,58,Administracao
Jose,748517,58,Computacao
Lara,759036,58,Odontologia
Marcos,760667,58,Quimica
Pedro,777067,58,Administracao
Tiago,780216,58,Odontologia
Luisa,795199,58,Computacao
Lara,799809,58,Computacao
Lara,805900,58,Matematica
Tiago,806010,58,Medicina
Joao,847016,58,Quimica
Maria,848286,58,Quimica
Pedro,862034,58,Odontologia
Lara,880619,58,Computacao
Flora,884757,58,Engenharia
Clara,891562,58,Quimica
Flora,896316,58,Fisica
Rodrigo,906515,58,Direito
Marcia,913645,58,Engenharia
Lucia,954468,58,Direito
Lara,964647,58,Matematica
Maria,967780,58,Engenharia
Joao,992256,58,Computacao
Flora,117382,59,Computacao
Pedro,117976,59,Fisica
Lucia,120215,59,Medicina
Flora,121788,59,Direito
Clara,139273,59,Letras
Jose,156284,59,Administracao
Marcos,168672,59,Quimica
Maria,173807,59,Letras
Celia,173913,59,Administracao
Tiago,179216,59,Medicina
Lucia,181771,59,Letras
Luis,187673,59,Direito
Clara,191404,59,Quimica
Luis,211223,59,Quimica
Clara,226477,59,Medicina
Lucia,232082,59,Computacao
Zeca,241672,59,Computacao
Marcos,243694,59,Direito
Clara,274126,59,Administracao
Lucia,287386,59,Fisica
Luis,300528,59,Odontologia
Rodrigo,303028,59,Odontologia
Lucia,303504,59,Quimica
Pedro,315914,59,Letras
Marcos,318914,59,Odontologia
Luis,321414,59,Quimica
Celia,330645,59,Administracao
Tiago,336867,59,Administracao
Maria,340770,59,Engenharia
Tiago,345665,59,Quimica
Luisa,357786,59,Medicina
Ana,366092,59,Odontologia
Marcia,369968,59,Direito
Ana,389825,59,Administracao
Marcia,394087,59,Letras
Amanda,400769,59,Matematica
Lucia,407601,59,Administracao
Ana,409449,59,Odontologia
Maria,422878,59,Computacao
Lucas,424312,59,Quimica
Lara,450713,59,Computacao
Rodrigo,451337,59,Direito
Marcia,455770,59,Administracao
Luis,459854,59,Odontologia
Luisa,464939,59,Medicina
Marcia,466077,59,Medicina
Clara,473607,59,Administracao
Lucas,477551,59,Matematica
Jose,484086,59,Direito
Rodrigo,491971,59,Quimica
Lara,499079,59,Odontologia
Tiago,502731,59,Computacao
Luis,504192,59,Computacao
Tiago,518740,59,Letras
Lucas,523206,59,Quimica
Rodrigo,523862,59,Direito
Lara,559517,59,Quimica
Lara,565277,59,Odontologia
Joao,566284,59,Fisica
Ana,568782,59,Computacao
Tiago,568975,59,Letras
Zeca,577148,59,Letras
Marcos,579338,59,Matematica
Luis,602957,59,Computacao
Lara,603794,59,Letras
Flora,615525,59,Letras
Jose,639270,59,Engenharia
Jose,655557,59,Computacao
Rodrigo,663303,59,Administracao
Luisa,675564,59,Matematica
Clara,685422,59,Fisica
Marcia,702308,59,Computacao
Marcia,706914,59,Medicina
Luisa,719219,59,Matematica
Pedro,722929,59,Fisica
Tiago,739873,59,Odontologia
Joao,762276,59,Direito
Amanda,779305,59,Letras
Joao,782276,59,Matematica
Luis,788079,59,Letras
Flora,792562,59,Matematica
Luisa,793297,59,Odontologia
Tiago,793583,59,Direito
Luisa,797317,59,Administracao
Marcos,799577,59,Computacao
Zeca,800878,59,Letras
Ana,805917,59,Matematica
Flora,817606,59,Letras
Luis,835016,59,Medicina
Lucas,836938,59,Fisica
Luis,837417,59,Quimica
Clara,837634,59,Engenharia
Luis,842636,59,Quimica
Joao,844873,59,Engenharia
Flora,857371,59,Medicina
Luisa,859528,59,Medicina
Lucia,868312,59,Engenharia
Amanda,869223,59,Administracao
Tiago,881332,59,Engenharia
Rodrigo,883009,59,Matematica
Ana,883670,59,Medicina
Julia,885683,59,Computacao
Amanda,893847,59,Direito
Ana,905479,59,Odontologia
Ana,909957,59,Engenharia
Marcos,914544,59,Matematica
Flora,914554,59,Quimica
Luisa,923023,59,Matematica
Jose,927003,59,Computacao
Julia,936899,59,Quimica
Jose,938479,59,Administracao
Marcos,943597,59,Computacao
Clara,953432,59,Matematica
Marcia,953754,59,Medicina
Flora,958907,59,Direito
Lara,961125,59,Medicina
Pedro,973530,59,Letras
Tiago,981021,59,Administracao
Tiago,985169,59,Fisica
Ana,985785,59,Engenharia
Lucas,104698,60,Direito
Ana,106324,60,Medicina
Marcia,138904,60,Medicina
Luis,146209,60,Odontologia
Flora,150469,60,Engenharia
Marcos,151752,60,Administracao
Jose,177468,60,Matematica
Ana,185150,60,Quimica
Amanda,189549,60,Fisica
Joao,189749,60,Letras
Zeca,219161,60,Computacao
Luisa,226639,60,Fisica
Tiago,229810,60,Engenharia
Pedro,245996,60,Odontologia
Luis,252330,60,Fisica
Marcos,288273,60,Direito
Maria,301229,60,Computacao
Joao,301750,60,Administracao
Luisa,303671,60,Administracao
Clara,320811,60,Direito
Amanda,328212,60,Direito
Marcos,328260,60,Quimica
Marcos,337674,60,Direito
Pedro,340959,60,Medicina
Marcos,348796,60,Quimica
Marcia,350754,60,Medicina
Lucia,385028,60,Medicina
Lucas,398647,60,Odontologia
Julia,401560,60,Odontologia
Maria,405929,60,Computacao
Pedro,405943,60,Engenharia
Marcia,410067,60,Administracao
Rodrigo,415269,60,Medicina
Pedro,423280,60,Computacao
Luis,429410,60,Computacao
Pedro,444567,60,Matematica
Lucas,466963,60,Administracao
Luis,503751,60,Quimica
Zeca,514846,60,Letras
Lara,519530,60,Quimica
Celia,529878,60,Fisica
Julia,553928,60,Quimica
Ana,555146,60,Computacao
Celia,562270,60,Computacao
Amanda,565092,60,Letras
Maria,572355,60,Computacao
Lucia,573856,60,Letras
Tiago,576524,60,Direito
Lara,579273,60,Computacao
Flora,614275,60,Letras
Julia,623986,60,Direito
Tiago,631904,60,Engenharia
Lucas,662522,60,Matematica
Joao,663110,60,Letras
Joao,664359,60,Letras
Marcia,674445,60,Computacao
Flora,693138,60,Engenharia
Tiago,694266,60,Quimica
Luis,707345,60,Odontologia
Lucia,710543,60,Fisica
Rodrigo,717303,60,Direito
Lara,745138,60,Fisica
Zeca,747948,60,Matematica
Clara,765160,60,Computacao
Lucia,770346,60,Medicina
Tiago,773722,60,Odontologia
Rodrigo,788452,60,Fisica
Marcia,795686,60,Matematica
Celia,803655,60,Computacao
Lara,815003,60,Letras
Joao,816043,60,Odontologia
Pedro,824638,60,Direito
Luis,826118,60,Computacao
Marcos,829197,60,Odontologia
Lucia,837716,60,Fisica
Amanda,845646,60,Computacao
Lucas,851931,60,Odontologia
Jose,856969,60,Quimica
Pedro,858197,60,Medicina
Ana,868636,60,Fisica
Maria,880565,60,Computacao
Marcos,890543,60,Odontologia
Joao,891057,60,Medicina
Luis,897264,60,Letras
Maria,897543,60,Quimica
Lara,898583,60,Administracao
Clara,914779,60,Medicina
Lara,918650,60,Medicina
Tiago,919309,60,Engenharia
Luisa,923144,60,Administracao
Marcos,925184,60,Matematica
Marcos,929609,60,Engenharia
Pedro,937529,60,Direito
Zeca,946163,60,Letras
Luisa,961068,60,Odontologia
Rodrigo,965463,60,Administracao
Marcia,971388,60,Administracao
Celia,972402,60,Computacao
Flora,975824,60,Direito
Rodrigo,976234,60,Odontologia
Maria,980471,60,Fisica
Julia,998025,60,Quimica
Amanda,125150,61,Matematica
Rodrigo,150711,61,Matematica
Pedro,151440,61,Engenharia
Maria,157066,61,Fisica
Lucia,184954,61,Quimica
Jose,190247,61,Quimica
Lucia,193660,61,Administracao
Lara,200409,61,Computacao
Clara,203519,61,Fisica
Amanda,212379,61,Computacao
Zeca,213626,61,Odontologia
Julia,217541,61,Matematica
Ana,218065,61,Matematica
Lucia,222376,61,Matematica
Luisa,226474,61,Administracao
Marcos,228587,61,Administracao
Julia,232735,61,Computacao
Marcos,235158,61,Direito
Maria,237284,61,Computacao
Lucas,242719,61,Letras
Amanda,245526,61,Odontologia
Celia,260198,61,Computacao
Luis,261114,61,Quimica
Luisa,284355,61,Direito
Celia,303798,61,Computacao
Amanda,312901,61,Administracao
Tiago,319351,61,Direito
Maria,319741,61,Engenharia
Pedro,341610,61,Administracao
Jose,347722,61,Matematica
Lucas,359538,61,Direito
Clara,364229,61,Direito
Ana,366146,61,Engenharia
Jose,369721,61,Fisica
Lara,375091,61,Direito
Pedro,378213,61,Computacao
Amanda,383262,61,Matematica
Maria,397410,61,Letras
Tiago,434352,61,Fisica
Marcia,440788,61,Matematica
Lara,459861,61,Quimica
Pedro,463680,61,Engenharia
Lara,472544,61,Odontologia
Pedro,520759,61,Matematica
Celia,526489,61,Quimica
Amanda,547163,61,Direito
Flora,556915,61,Direito
Joao,559146,61,Direito
Lara,566274,61,Matematica
Tiago,568136,61,Medicina
Celia,574606,61,Medicina
Rodrigo,581601,61,Administracao
Marcia,591308,61,Medicina
Rodrigo,594818,61,Letras
Clara,598414,61,Direito
Celia,624785,61,Quimica
Lara,626760,61,Matematica
Tiago,631588,61,Quimica
Celia,635259,61,Direito
Lucia,644428,61,Computacao
Lara,644799,61,Engenharia
Marcos,656335,61,Computacao
Lara,673622,61,Matematica
Tiago,679303,61,Computacao
Julia,693739,61,Engenharia
Luisa,699245,61,Engenharia
Ana,700146,61,Direito
Tiago,701305,61,Medicina
Amanda,702833,61,Administracao
Pedro,704254,61,Administracao
Julia,714806,61,Odontologia
Ana,715829,61,Odontologia
Ana,728720,61,Medicina
Clara,730582,61,Medicina
Marcia,731956,61,Odontologia
Amanda,732162,61,Odontologia
Julia,742087,61,Fisica
Luis,751126,61,Engenharia
Lucas,753539,61,Administracao
Jose,759190,61,Administracao
Amanda,760906,61,Letras
Tiago,761484,61,Odontologia
Amanda,766836,61,Administracao
Rodrigo,772402,61,Fisica
Lucas,775811,61,Engenharia
Tiago,781461,61,Letras
Clara,785109,61,Matematica
Rodrigo,786574,61,Matematica
Marcia,803461,61,Engenharia
Ana,817213,61,Quimica
Flora,828608,61,Matematica
Celia,841381,61,Medicina
Lara,849715,61,Matematica
Luis,853194,61,Fisica
Rodrigo,858794,61,Administracao
Flora,908272,61,Engenharia
Celia,914598,61,Medicina
Marcia,922042,61,Medicina
Joao,925929,61,Administracao
Lara,927549,61,Medicina
Luis,929722,61,Matematica
Luis,931952,61,Letras
Flora,943876,61,Medicina
Lucia,961453,61,Letras
Lucia,984320,61,Quimica
Rodrigo,988093,61,Administracao
Maria,988256,61,Medicina
Amanda,101874,62,Letras
Rodrigo,105442,62,Odontologia
Amanda,108633,62,Medicina
Clara,113165,62,Medicina
Marcos,130692,62,Medicina
Lucia,134997,62,Quimica
Jose,136674,62,Medicina
Tiago,152229,62,Medicina
Ana,153405,62,Computacao
Maria,168960,62,Matematica
Celia,179815,62,Computacao
Maria,184934,62,Fisica
Jose,200145,62,Medicina
Luis,206741,62,Quimica
Amanda,206748,62,Engenharia
Luisa,211766,62,Odontologia
Zeca,227755,62,Medicina
Flora,232849,62,Odontologia
Jose,233931,62,Administracao
Lara,235404,62,Direito
Flora,236973,62,Odontologia
Luis,237207,62,Matematica
Amanda,242212,62,Direito
Ana,245528,62,Engenharia
Luisa,248635,62,Medicina
Rodrigo,256219,62,Computacao
Ana,256775,62,Direito
Zeca,262256,62,Quimica
Celia,270707,62,Administracao
Ana,271856,62,Engenharia
Luis,285564,62,Administracao
Rodrigo,286613,62,Medicina
Jose,295022,62,Computacao
Jose,300109,62,Quimica
Julia,306752,62,Matematica
Ana,308870,62,Medicina
Zeca,327782,62,Matematica
Lucia,362668,62,Administracao
Lucia,367849,62,Quimica
Maria,376195,62,Direito
Maria,379696,62,Direito
Rodrigo,384355,62,Fisica
Luisa,399541,62,Odontologia
Jose,402393,62,Matematica
Lara,439652,62,Medicina
Marcia,445705,62,Letras
Maria,449722,62,Administracao
Flora,456307,62,Letras
Lucia,457657,62,Engenharia
Rodrigo,458999,62,Direito
Lucia,460819,62,Computacao
Pedro,489263,62,Medicina
Marcos,522762,62,Direito
Jose,529400,62,Fisica
Luisa,554059,62,Medicina
Rodrigo,568294,62,Letras
Marcos,577430,62,Engenharia
Lucas,581378,62,Odontologia
Rodrigo,589845,62,Fisica
Rodrigo,594545,62,Engenharia
Clara,611712,62,Quimica
Ana,615597,62,Matematica
Lara,640973,62,Engenharia
Celia,645435,62,Direito
Marcia,646732,62,Computacao
Amanda,647988,62,Medicina
Joao,659086,62,Direito
Clara,671218,62,Administracao
Joao,671854,62,Computacao
Celia,679682,62,Computacao
Tiago,680027,62,Engenharia
Marcos,681202,62,Fisica
Pedro,684806,62,Direito
Flora,694988,62,Matematica
Pedro,713786,62,Computacao
Lucas,717847,62,Fisica
Ana,721426,62,Computacao
Celia,722940,62,Fisica
Clara,731192,62,Matematica
Marcia,744575,62,Quimica
Marcia,746957,62,Fisica
Marcos,756263,62,Matematica
Rodrigo,768336,62,Computacao
Ana,771547,62,Direito
Julia,775333,62,Computacao
Pedro,775433,62,Administracao
Rodrigo,777652,62,Medicina
Luis,791920,62,Fisica
Tiago,823145,62,Engenharia
Joao,854740,62,Letras
Jose,858915,62,Computacao
Tiago,867017,62,Medicina
Julia,868218,62,Quimica
